startTime:2020/12/23 8:57:29
toolVersion:1.0.7611.31201
PASS:18,FAIL:0,Total:108
Time:00:08:43
System,Band,Channel,CellPower,UEPower,Waveform,BW,SCS,UL RB Allocation,UL MCS,UL Modulation,DL RB Allocation,DL MCS,LTE Band,LTE Channel,LTE RB Allocation,LTE BW,LTE Modulation,TestCase,Item,MeasuredValue,LowLimit,UpLimit,Unit,Result
NR,n1,384500,-60,18.51,DFT,NR_5MHZ,SCS15,DFT_Edge_1RB_Left:1@0,27,NR_256QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN3,39.12,99,0,dB,PASS
NR,n1,384500,-60,18.51,DFT,NR_5MHZ,SCS15,DFT_Edge_1RB_Left:1@0,27,NR_256QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN4,26.63,99,0,dB,PASS
NR,n1,384500,-60,18.55,DFT,NR_5MHZ,SCS15,DFT_Outer_Full:25@0,27,NR_256QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN1,20.38,99,0,dB,PASS
NR,n1,384500,-60,18.55,DFT,NR_5MHZ,SCS15,DFT_Outer_Full:25@0,27,NR_256QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN2,21.55,99,0,dB,PASS
NR,n1,384500,-60,18.55,DFT,NR_5MHZ,SCS15,DFT_Outer_Full:25@0,27,NR_256QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN3,34.19,99,0,dB,PASS
NR,n1,384500,-60,18.55,DFT,NR_5MHZ,SCS15,DFT_Outer_Full:25@0,27,NR_256QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN4,23.48,99,0,dB,PASS
NR,n1,384500,-60,19.74,CP,NR_5MHZ,SCS15,CP_Edge_1RB_Left:1@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN1,16.26,99,0,dB,PASS
NR,n1,384500,-60,19.74,CP,NR_5MHZ,SCS15,CP_Edge_1RB_Left:1@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN2,35.19,99,0,dB,PASS
NR,n1,384500,-60,19.74,CP,NR_5MHZ,SCS15,CP_Edge_1RB_Left:1@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN3,38.53,99,0,dB,PASS
NR,n1,384500,-60,19.74,CP,NR_5MHZ,SCS15,CP_Edge_1RB_Left:1@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN4,26.41,99,0,dB,PASS
NR,n1,384500,-60,20.10,CP,NR_5MHZ,SCS15,CP_Outer_Full:25@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN1,15.85,99,0,dB,PASS
NR,n1,384500,-60,20.10,CP,NR_5MHZ,SCS15,CP_Outer_Full:25@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN2,14.96,99,0,dB,PASS
NR,n1,384500,-60,20.10,CP,NR_5MHZ,SCS15,CP_Outer_Full:25@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN3,29.38,99,0,dB,PASS
NR,n1,384500,-60,20.10,CP,NR_5MHZ,SCS15,CP_Outer_Full:25@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN4,19.88,99,0,dB,PASS
NR,n1,384500,-60,19.89,CP,NR_5MHZ,SCS15,CP_Edge_1RB_Left:1@0,15,NR_16QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN1,16.74,99,0,dB,PASS
NR,n1,384500,-60,19.89,CP,NR_5MHZ,SCS15,CP_Edge_1RB_Left:1@0,15,NR_16QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN2,34.74,99,0,dB,PASS
NR,n1,384500,-60,19.89,CP,NR_5MHZ,SCS15,CP_Edge_1RB_Left:1@0,15,NR_16QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN3,38.92,99,0,dB,PASS
NR,n1,384500,-60,19.89,CP,NR_5MHZ,SCS15,CP_Edge_1RB_Left:1@0,15,NR_16QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN4,26.50,99,0,dB,PASS
NR,n1,384500,-60,20.04,CP,NR_5MHZ,SCS15,CP_Outer_Full:25@0,15,NR_16QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN1,18.67,99,0,dB,PASS
NR,n1,384500,-60,20.04,CP,NR_5MHZ,SCS15,CP_Outer_Full:25@0,15,NR_16QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN2,15.81,99,0,dB,PASS
NR,n1,384500,-60,20.04,CP,NR_5MHZ,SCS15,CP_Outer_Full:25@0,15,NR_16QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN3,29.62,99,0,dB,PASS
NR,n1,384500,-60,20.04,CP,NR_5MHZ,SCS15,CP_Outer_Full:25@0,15,NR_16QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN4,19.88,99,0,dB,PASS
