startTime:2021/1/12 13:34:27
toolVersion:1.0.7654.38979
PASS:72,FAIL:0,Total:72
Time:00:04:16
System,Band,Channel,CellPower,UEPower,Waveform,BW,SCS,UL RB Allocation,UL MCS,UL Modulation,DL RB Allocation,DL MCS,LTE Band,LTE Channel,LTE RB Allocation,LTE BW,LTE Modulation,TestCase,StartTime,Item,MeasuredValue,LowLimit,UpLimit,Unit,Result
NR,n78,620334,-60,21.23,DFT,NR_10MHZ,SCS30,DFT_Edge_1RB_Left:1@0,0,NR_HalfPiBPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:18,SEM_MARGIN1,11.98,0,99,dB,PASS
NR,n78,620334,-60,21.23,DFT,NR_10MHZ,SCS30,DFT_Edge_1RB_Left:1@0,0,NR_HalfPiBPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:18,SEM_MARGIN2,30.87,0,99,dB,PASS
NR,n78,620334,-60,21.23,DFT,NR_10MHZ,SCS30,DFT_Edge_1RB_Left:1@0,0,NR_HalfPiBPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:18,SEM_MARGIN3,35.07,0,99,dB,PASS
NR,n78,620334,-60,21.23,DFT,NR_10MHZ,SCS30,DFT_Edge_1RB_Left:1@0,0,NR_HalfPiBPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:18,SEM_MARGIN4,26.75,0,99,dB,PASS
NR,n78,620334,-60,22.70,DFT,NR_10MHZ,SCS30,DFT_Outer_Full:24@0,0,NR_HalfPiBPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:19,SEM_MARGIN1,20.11,0,99,dB,PASS
NR,n78,620334,-60,22.70,DFT,NR_10MHZ,SCS30,DFT_Outer_Full:24@0,0,NR_HalfPiBPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:19,SEM_MARGIN2,15.62,0,99,dB,PASS
NR,n78,620334,-60,22.70,DFT,NR_10MHZ,SCS30,DFT_Outer_Full:24@0,0,NR_HalfPiBPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:19,SEM_MARGIN3,14.85,0,99,dB,PASS
NR,n78,620334,-60,22.70,DFT,NR_10MHZ,SCS30,DFT_Outer_Full:24@0,0,NR_HalfPiBPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:19,SEM_MARGIN4,16.05,0,99,dB,PASS
NR,n78,620334,-60,22.59,DFT,NR_10MHZ,SCS30,DFT_Edge_1RB_Left:1@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:21,SEM_MARGIN1,8.87,0,99,dB,PASS
NR,n78,620334,-60,22.59,DFT,NR_10MHZ,SCS30,DFT_Edge_1RB_Left:1@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:21,SEM_MARGIN2,28.81,0,99,dB,PASS
NR,n78,620334,-60,22.59,DFT,NR_10MHZ,SCS30,DFT_Edge_1RB_Left:1@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:21,SEM_MARGIN3,34.18,0,99,dB,PASS
NR,n78,620334,-60,22.59,DFT,NR_10MHZ,SCS30,DFT_Edge_1RB_Left:1@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:21,SEM_MARGIN4,26.37,0,99,dB,PASS
NR,n78,620334,-60,22.67,DFT,NR_10MHZ,SCS30,DFT_Outer_Full:24@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:22,SEM_MARGIN1,19.17,0,99,dB,PASS
NR,n78,620334,-60,22.67,DFT,NR_10MHZ,SCS30,DFT_Outer_Full:24@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:22,SEM_MARGIN2,15.45,0,99,dB,PASS
NR,n78,620334,-60,22.67,DFT,NR_10MHZ,SCS30,DFT_Outer_Full:24@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:22,SEM_MARGIN3,14.81,0,99,dB,PASS
NR,n78,620334,-60,22.67,DFT,NR_10MHZ,SCS30,DFT_Outer_Full:24@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:22,SEM_MARGIN4,16.13,0,99,dB,PASS
NR,n78,620334,-60,21.56,DFT,NR_10MHZ,SCS30,DFT_Edge_1RB_Left:1@0,15,NR_16QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:23,SEM_MARGIN1,11.35,0,99,dB,PASS
NR,n78,620334,-60,21.56,DFT,NR_10MHZ,SCS30,DFT_Edge_1RB_Left:1@0,15,NR_16QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:23,SEM_MARGIN2,29.42,0,99,dB,PASS
NR,n78,620334,-60,21.56,DFT,NR_10MHZ,SCS30,DFT_Edge_1RB_Left:1@0,15,NR_16QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:23,SEM_MARGIN3,35.08,0,99,dB,PASS
NR,n78,620334,-60,21.56,DFT,NR_10MHZ,SCS30,DFT_Edge_1RB_Left:1@0,15,NR_16QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:23,SEM_MARGIN4,26.60,0,99,dB,PASS
NR,n78,620334,-60,21.57,DFT,NR_10MHZ,SCS30,DFT_Outer_Full:24@0,15,NR_16QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:25,SEM_MARGIN1,20.39,0,99,dB,PASS
NR,n78,620334,-60,21.57,DFT,NR_10MHZ,SCS30,DFT_Outer_Full:24@0,15,NR_16QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:25,SEM_MARGIN2,14.84,0,99,dB,PASS
NR,n78,620334,-60,21.57,DFT,NR_10MHZ,SCS30,DFT_Outer_Full:24@0,15,NR_16QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:25,SEM_MARGIN3,16.11,0,99,dB,PASS
NR,n78,620334,-60,21.57,DFT,NR_10MHZ,SCS30,DFT_Outer_Full:24@0,15,NR_16QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:25,SEM_MARGIN4,17.74,0,99,dB,PASS
NR,n78,620334,-60,21.09,DFT,NR_10MHZ,SCS30,DFT_Edge_1RB_Left:1@0,20,NR_64QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:26,SEM_MARGIN1,10.72,0,99,dB,PASS
NR,n78,620334,-60,21.09,DFT,NR_10MHZ,SCS30,DFT_Edge_1RB_Left:1@0,20,NR_64QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,2021-1-12 13:35:26,SEM_MARGIN2,30.15,0,99,dB,PASS
