startTime:2021/1/11 10:31:54
toolVersion:1.0.7654.38979
PASS:12,FAIL:0,Total:18
Time:00:02:32
System,Band,Channel,CellPower,UEPower,Waveform,BW,SCS,UL RB Allocation,UL MCS,UL Modulation,DL RB Allocation,DL MCS,LTE Band,LTE Channel,LTE RB Allocation,LTE BW,LTE Modulation,TestCase,StartTime,Item,MeasuredValue,LowLimit,UpLimit,Unit,Result
NR,n78,620334,-60,22.81,DFT,NR_10MHZ,SCS30,DFT_Outer_Full:24@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_4_EVM_equalizer_spectrum_flatness,2021-1-11 10:32:56,EVM Equalizer Spectrum Flatness: Ripple1,0.60,0,5.4,dB,PASS
NR,n78,620334,-60,22.81,DFT,NR_10MHZ,SCS30,DFT_Outer_Full:24@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_4_EVM_equalizer_spectrum_flatness,2021-1-11 10:32:56,EVM Equalizer Spectrum Flatness: Ripple2,0.40,0,9.4,dB,PASS
NR,n78,620334,-60,22.81,DFT,NR_10MHZ,SCS30,DFT_Outer_Full:24@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_4_EVM_equalizer_spectrum_flatness,2021-1-11 10:32:56,EVM Equalizer Spectrum Flatness: Ripple12,0.30,0,6.4,dB,PASS
NR,n78,620334,-60,22.81,DFT,NR_10MHZ,SCS30,DFT_Outer_Full:24@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_4_EVM_equalizer_spectrum_flatness,2021-1-11 10:32:56,EVM Equalizer Spectrum Flatness: Ripple21,0.69,0,8.4,dB,PASS
NR,n78,620334,-60,19.34,CP,NR_10MHZ,SCS30,CP_Outer_Full:24@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_4_EVM_equalizer_spectrum_flatness,2021-1-11 10:32:58,EVM Equalizer Spectrum Flatness: Ripple1,0.57,0,5.4,dB,PASS
NR,n78,620334,-60,19.34,CP,NR_10MHZ,SCS30,CP_Outer_Full:24@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_4_EVM_equalizer_spectrum_flatness,2021-1-11 10:32:58,EVM Equalizer Spectrum Flatness: Ripple2,0.31,0,9.4,dB,PASS
NR,n78,620334,-60,19.34,CP,NR_10MHZ,SCS30,CP_Outer_Full:24@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_4_EVM_equalizer_spectrum_flatness,2021-1-11 10:32:58,EVM Equalizer Spectrum Flatness: Ripple12,0.24,0,6.4,dB,PASS
NR,n78,620334,-60,19.34,CP,NR_10MHZ,SCS30,CP_Outer_Full:24@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_4_EVM_equalizer_spectrum_flatness,2021-1-11 10:32:58,EVM Equalizer Spectrum Flatness: Ripple21,0.65,0,8.4,dB,PASS
NR,n78,636666,-60,22.84,DFT,NR_10MHZ,SCS30,DFT_Outer_Full:24@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_4_EVM_equalizer_spectrum_flatness,2021-1-11 10:33:12,EVM Equalizer Spectrum Flatness: Ripple1,0.71,0,5.4,dB,PASS
NR,n78,636666,-60,22.84,DFT,NR_10MHZ,SCS30,DFT_Outer_Full:24@0,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_4_EVM_equalizer_spectrum_flatness,2021-1-11 10:33:12,EVM Equalizer Spectrum Flatness: Ripple2,N/A,0,9.4,dB,PASS
