startTime:2021/1/12 14:40:13
toolVersion:1.0.7654.38979
PASS:64,FAIL:0,Total:104
Time:00:03:19
System,Band,Channel,CellPower,UEPower,Waveform,BW,SCS,UL RB Allocation,UL MCS,UL Modulation,DL RB Allocation,DL MCS,LTE Band,LTE Channel,LTE RB Allocation,LTE BW,LTE Modulation,TestCase,StartTime,Item,MeasuredValue,LowLimit,UpLimit,Unit,Result
NR,n78,620334,-60,23.95,DFT,NR_10MHZ,SCS30,DFT_Inner_Full:12@6,0,NR_HalfPiBPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_4_Adjacent_channel_leakage_ratio,2021-1-12 14:41:14,NR_ACLR_L,42.83,30,99,dB,PASS
NR,n78,620334,-60,23.95,DFT,NR_10MHZ,SCS30,DFT_Inner_Full:12@6,0,NR_HalfPiBPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_4_Adjacent_channel_leakage_ratio,2021-1-12 14:41:14,NR_ACLR_R,42.64,30,99,dB,PASS
NR,n78,620334,-60,23.95,DFT,NR_10MHZ,SCS30,DFT_Inner_Full:12@6,0,NR_HalfPiBPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_4_Adjacent_channel_leakage_ratio,2021-1-12 14:41:14,NR_ACLR_UTRA1_L,43.88,32.2,99,dB,PASS
NR,n78,620334,-60,23.95,DFT,NR_10MHZ,SCS30,DFT_Inner_Full:12@6,0,NR_HalfPiBPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_4_Adjacent_channel_leakage_ratio,2021-1-12 14:41:14,NR_ACLR_UTRA1_R,43.67,32.2,99,dB,PASS
NR,n78,620334,-60,23.95,DFT,NR_10MHZ,SCS30,DFT_Inner_Full:12@6,0,NR_HalfPiBPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_4_Adjacent_channel_leakage_ratio,2021-1-12 14:41:14,NR_ACLR_UTRA2_L,60.11,35.2,99,dB,PASS
NR,n78,620334,-60,23.95,DFT,NR_10MHZ,SCS30,DFT_Inner_Full:12@6,0,NR_HalfPiBPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_4_Adjacent_channel_leakage_ratio,2021-1-12 14:41:14,NR_ACLR_UTRA2_R,59.66,35.2,99,dB,PASS
NR,n78,620334,-60,22.79,DFT,NR_10MHZ,SCS30,DFT_Edge_1RB_Left:1@0,0,NR_HalfPiBPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_4_Adjacent_channel_leakage_ratio,2021-1-12 14:41:16,NR_ACLR_L,49.58,30,99,dB,PASS
NR,n78,620334,-60,22.79,DFT,NR_10MHZ,SCS30,DFT_Edge_1RB_Left:1@0,0,NR_HalfPiBPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_4_Adjacent_channel_leakage_ratio,2021-1-12 14:41:16,NR_ACLR_R,48.74,30,99,dB,PASS
NR,n78,620334,-60,22.79,DFT,NR_10MHZ,SCS30,DFT_Edge_1RB_Left:1@0,0,NR_HalfPiBPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_4_Adjacent_channel_leakage_ratio,2021-1-12 14:41:16,NR_ACLR_UTRA1_L,53.67,32.2,99,dB,PASS
NR,n78,620334,-60,22.79,DFT,NR_10MHZ,SCS30,DFT_Edge_1RB_Left:1@0,0,NR_HalfPiBPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_4_Adjacent_channel_leakage_ratio,2021-1-12 14:41:16,NR_ACLR_UTRA1_R,60.14,32.2,99,dB,PASS
NR,n78,620334,-60,22.79,DFT,NR_10MHZ,SCS30,DFT_Edge_1RB_Left:1@0,0,NR_HalfPiBPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_4_Adjacent_channel_leakage_ratio,2021-1-12 14:41:16,NR_ACLR_UTRA2_L,62.20,35.2,99,dB,PASS
NR,n78,620334,-60,22.79,DFT,NR_10MHZ,SCS30,DFT_Edge_1RB_Left:1@0,0,NR_HalfPiBPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_4_Adjacent_channel_leakage_ratio,2021-1-12 14:41:16,NR_ACLR_UTRA2_R,49.19,35.2,99,dB,PASS
NR,n78,620334,-60,22.83,DFT,NR_10MHZ,SCS30,DFT_Outer_Full:24@0,0,NR_HalfPiBPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_4_Adjacent_channel_leakage_ratio,2021-1-12 14:41:17,NR_ACLR_L,38.94,30,99,dB,PASS
NR,n78,620334,-60,22.83,DFT,NR_10MHZ,SCS30,DFT_Outer_Full:24@0,0,NR_HalfPiBPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_4_Adjacent_channel_leakage_ratio,2021-1-12 14:41:17,NR_ACLR_R,39.04,30,99,dB,PASS
NR,n78,620334,-60,22.83,DFT,NR_10MHZ,SCS30,DFT_Outer_Full:24@0,0,NR_HalfPiBPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_4_Adjacent_channel_leakage_ratio,2021-1-12 14:41:17,NR_ACLR_UTRA1_L,41.47,32.2,99,dB,PASS
NR,n78,620334,-60,22.83,DFT,NR_10MHZ,SCS30,DFT_Outer_Full:24@0,0,NR_HalfPiBPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_4_Adjacent_channel_leakage_ratio,2021-1-12 14:41:17,NR_ACLR_UTRA1_R,41.49,32.2,99,dB,PASS
