startTime:2021/1/11 10:02:33
toolVersion:1.0.7654.38979
PASS:62,FAIL:0,Total:144
Time:00:18:22
System,Band,Channel,CellPower,UEPower,Waveform,BW,SCS,UL RB Allocation,UL MCS,UL Modulation,DL RB Allocation,DL MCS,LTE Band,LTE Channel,LTE RB Allocation,LTE BW,LTE Modulation,TestCase,StartTime,Item,MeasuredValue,LowLimit,UpLimit,Unit,Result
NR,n78,620334,-60,11.34,DFT,NR_10MHZ,SCS30,DFT_Inner_1RB_Left:1@1,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_3_In_band_emissions,2021-1-11 10:3:36,Uplink Power: TargetPow:11.75,11.34,10,13.5,dBm,PASS
NR,n78,620334,-60,11.34,DFT,NR_10MHZ,SCS30,DFT_Inner_1RB_Left:1@1,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_3_In_band_emissions,2021-1-11 10:3:36,Inband Emission: TargetPow:11.75,25.49,0,99,dB,PASS
NR,n78,620334,-60,11.35,DFT,NR_10MHZ,SCS30,DFT_Inner_1RB_Right:1@22,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_3_In_band_emissions,2021-1-11 10:3:43,Uplink Power: TargetPow:11.75,11.35,10,13.5,dBm,PASS
NR,n78,620334,-60,11.35,DFT,NR_10MHZ,SCS30,DFT_Inner_1RB_Right:1@22,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_3_In_band_emissions,2021-1-11 10:3:43,Inband Emission: TargetPow:11.75,23.50,0,99,dB,PASS
NR,n78,620334,-60,11.30,CP,NR_10MHZ,SCS30,CP_Inner_1RB_Left:1@1,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_3_In_band_emissions,2021-1-11 10:3:49,Uplink Power: TargetPow:11.75,11.30,10,13.5,dBm,PASS
NR,n78,620334,-60,11.30,CP,NR_10MHZ,SCS30,CP_Inner_1RB_Left:1@1,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_3_In_band_emissions,2021-1-11 10:3:49,Inband Emission: TargetPow:11.75,24.18,0,99,dB,PASS
NR,n78,620334,-60,11.23,CP,NR_10MHZ,SCS30,CP_Inner_1RB_Right:1@22,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_3_In_band_emissions,2021-1-11 10:3:55,Uplink Power: TargetPow:11.75,11.23,10,13.5,dBm,PASS
NR,n78,620334,-60,11.23,CP,NR_10MHZ,SCS30,CP_Inner_1RB_Right:1@22,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_3_In_band_emissions,2021-1-11 10:3:55,Inband Emission: TargetPow:11.75,24.86,0,99,dB,PASS
NR,n78,620334,-60,1.14,DFT,NR_10MHZ,SCS30,DFT_Inner_1RB_Left:1@1,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_3_In_band_emissions,2021-1-11 10:4:2,Uplink Power: TargetPow:1.75,1.14,0,3.5,dBm,PASS
NR,n78,620334,-60,1.14,DFT,NR_10MHZ,SCS30,DFT_Inner_1RB_Left:1@1,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_3_In_band_emissions,2021-1-11 10:4:2,Inband Emission: TargetPow:1.75,27.00,0,99,dB,PASS
NR,n78,620334,-60,1.25,DFT,NR_10MHZ,SCS30,DFT_Inner_1RB_Right:1@22,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_3_In_band_emissions,2021-1-11 10:4:8,Uplink Power: TargetPow:1.75,1.25,0,3.5,dBm,PASS
NR,n78,620334,-60,1.25,DFT,NR_10MHZ,SCS30,DFT_Inner_1RB_Right:1@22,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_3_In_band_emissions,2021-1-11 10:4:8,Inband Emission: TargetPow:1.75,26.19,0,99,dB,PASS
NR,n78,620334,-60,1.48,CP,NR_10MHZ,SCS30,CP_Inner_1RB_Left:1@1,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_3_In_band_emissions,2021-1-11 10:4:15,Uplink Power: TargetPow:1.75,1.48,0,3.5,dBm,PASS
NR,n78,620334,-60,1.48,CP,NR_10MHZ,SCS30,CP_Inner_1RB_Left:1@1,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_3_In_band_emissions,2021-1-11 10:4:15,Inband Emission: TargetPow:1.75,27.28,0,99,dB,PASS
NR,n78,620334,-60,1.56,CP,NR_10MHZ,SCS30,CP_Inner_1RB_Right:1@22,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_3_In_band_emissions,2021-1-11 10:4:21,Uplink Power: TargetPow:1.75,1.56,0,3.5,dBm,PASS
NR,n78,620334,-60,1.56,CP,NR_10MHZ,SCS30,CP_Inner_1RB_Right:1@22,2,NR_QPSK,NA,NA,NA,NA,NA,NA,NA,NR_6_4_2_3_In_band_emissions,2021-1-11 10:4:21,Inband Emission: TargetPow:1.75,25.66,0,99,dB,PASS
